TIC,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Planet Num,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr).1,Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Sectors,Date TOI Created (UTC),Date TOI Modified (UTC),Comments,nspectra,HARPS_name
248075138,769.01,,5,5,5,5,5,5,5,PC,,11.300999999999998,0.018000000000000002,,1,spoc,12:51:55.49,-42:04:25.02,-51.176,3.306,3.878,3.306,2458569.833463,0.000648,4.981511,0.000193,2.8607669999999996,0.040655000000000004,19.797422,0.227607,18068.864458,18068.864458,12.178036,0.158313,179.55171399999998,933.613533,79.89423000000001,,,5315.0,79.0,4.5,0.18000001,0.90633798,0.20193601,10,2019-06-05 19:57:34,2019-06-11 13:23:05,WASP-42 b,35,WASP-42
61538902,752.01,,5,5,5,5,5,5,5,PC,,11.302,0.018000000000000002,,1,spoc,11:45:11.77,-42:03:50.25,11.444,0.8959999999999999,-2.219,0.24100000000000002,2458573.686982,0.000542,5.747952,0.000291,2.606112,0.049698,14.003973,0.18516,12815.311591,12815.311591,10.560429,0.163246,222.62310699999998,985.172566,77.813034,312.23669,48.4198,5823.0,190.0,4.265520099999999,0.50416398,1.2494100000000001,0.306079,10,2019-06-05 19:57:31,2019-06-11 13:23:05,WASP-129 b,36,WASP-129
294301883,774.01,,5,5,5,5,5,5,5,PC,,11.304,0.019,,1,spoc,13:35:01.97,-17:30:12.58,12.787,2.14,-4.091,0.34600000000000003,2458573.614851,0.00044500000000000003,4.465421,0.000174,3.4804239999999997,0.038513,19.33328,0.17791600000000002,17649.008136,17649.008136,14.831256,0.141178,472.54665700000004,1189.1343470000002,116.09392,284.61649,36.2201,6070.0,53.0,4.5500002,0.07,1.17555,0.22183999,10,2019-06-05 19:57:34,2019-06-11 13:23:05,WASP-55 b,35,WASP-55
437248515,683.01,,5,5,5,5,5,5,5,PC,CP,11.394,0.018000000000000002,,1,spoc,11:17:45.33,-19:03:17.2,-28.9,2.7,-5.0,2.7,2458544.0822630003,0.0005780000000000001,3.4059230000000005,0.000129,2.633613,0.030702999999999998,17.104169,0.168011,15630.084553,15630.084553,17.032248000000003,0.125951,1017.353577,1440.4153099999999,103.02424,428.73599,,6217.0,25.0,4.1999998,0.028000001,1.45182,0.072811604,9,2019-05-06 19:17:06,2019-05-09 11:40:02,WASP- 31 b,31,WASP-31
204376737,231.01,,4,5,5,5,5,4,5,PC,CP,11.409,0.019,,1,spoc,23:12:37.71,-22:40:26.83,-24.309,1.379,-37.951,0.871,2458357.394512,0.000268,3.361021,6.3e-05,2.579176,0.022597,26.621781,0.179836,24221.403544,24221.403544,13.443309,0.103755,321.654235,1080.107715,156.59406,184.5703,18.722401,5380.7202,34.6777,4.5581198,0.045555402,0.89695799,0.156279,2,2018-11-16 21:15:33,2019-03-11 18:32:33,WASP-6,55,WASP-6
35516889,655.01,,5,5,5,5,5,5,5,PC,CP,11.545,0.019,,1,spoc,09:53:40.03,-45:39:32.8,-36.922,1.052,17.979,1.052,2458543.621975,0.000178,0.7888430000000001,1e-05,1.624113,0.013102,27.223514,0.16229200000000002,24762.046489,24762.046489,16.546514000000002,0.093412,3303.7518579999996,1933.622116,167.72273,397.741,,5503.0,25.0,4.4499998,0.028000001,0.9838629999999999,0.047541302,9,2019-05-06 19:17:03,2019-05-09 11:40:01,WASP-19 b,36,WASP-19
13021029,439.01,,5,5,5,5,5,5,5,PC,CP,11.668,0.019,,1,qlp,05:01:11.92,-26:03:14.92,-0.071,0.48100000000000004,3.623,0.6940000000000001,2458439.12362,0.0009400000000000001,3.85605,0.00023999999999999998,3.918,0.17600000000000002,9.042834,0.0014269999999999999,8294.17,8294.17,13.2686,0.467783,1114.64,1609.0,85.0,520.703,70.298798,6239.0,41.0,4.0700002,0.17,1.4461499,0.39385301,5,2019-01-31 16:53:31,2019-04-25 10:00:04,WASP-61b,33,WASP-61
139528693,449.01,,5,5,5,5,5,5,5,PC,CP,11.765,0.019,,1,qlp,04:15:01.5,-22:06:59.01,-0.426,1.044,6.7860000000000005,0.8240000000000001,2458440.37673,0.00075,2.17542,0.00014,4.64,0.066,7.477367999999999,0.000723,6863.25,6863.25,18.3116,0.45117299999999994,4446.86,2275.0,93.0,487.26800999999995,162.82201,6291.0,71.0,4.190000100000001,0.079999998,1.48595,0.166693,5,2019-01-31 16:53:30,2019-04-25 10:00:04,WASP-78b,30,TYC5889-271-1
402026209,232.01,,4,5,5,5,5,4,5,PC,CP,11.777999999999999,0.018000000000000002,,1,spoc,23:34:15.1,-42:03:42.36,9.084,0.9690000000000001,-87.27799999999999,1.699,2458355.184519,0.000153,1.338231,1.4000000000000001e-05,2.157494,0.013812,30.205233000000003,0.128072,27436.634313,27436.634313,15.284003,0.08139500000000001,1264.987699,1521.042417,258.42633,317.465,44.4855,5504.0,25.0,4.54,0.028000001,0.94953698,0.33502299,2,2018-11-16 21:15:23,2019-03-11 18:32:33,WASP-4,49,WASP-4
13349647,567.01,,5,5,5,5,5,5,5,PC,CP,12.149000000000001,0.019,,1,spoc,08:46:19.29,-08:01:37.14,-4.146,1.0,-7.2010000000000005,1.0,2458518.50535,0.000356,1.537368,4e-05,1.8746479999999999,0.027163,21.192094,0.228262,19329.384675,19329.384675,14.5994,0.136166,1514.207756,1590.985114,96.0224,497.27899,,5928.0,59.0,4.5100002,0.09000000400000001,0.94982702,0.108215,8,2019-04-05 20:18:16,2019-04-15 11:08:18,WASP-36,17,WASP-36
